Data_Coleta;Empresa;Colaborador;Funcao;Setor;Patrimonio;Hostname;Tipo_Equipamento;Usuario_Windows;Serial_Number;Fabricante;Modelo;Placa_Mae;Versao_BIOS;Processador;Cores;Threads;RAM_Total_GB;RAM_Detalhes;Discos;Volumes_Espaco;Placa_Video;Sistema_Operacional;IPv4;MAC;Placa_Rede
31/08/2026 12:04:52;InnovTech;Mariana Costa;Coordenadora de RH;Recursos Humanos;PAT-99881;WIN-AFQ75GKN1RE;Notebook / Laptop;Administrator;PE0FAQJY;LENOVO;82X5;LENOVO LNVNB161216;KSCN40WW;AMD Ryzen 3 7320U with Radeon Graphics;4;8;4;2 GB 5500MHz H9JCNNNBK3MLYR-N6E + 2 GB 5500MHz H9JCNNNBK3MLYR-N6E;[SSD] SAMSUNG MZAL4256HBJD-00BL2 (238 GB);C: (205.5 GB livres de 232.9 GB);AMD RadeonT 610M;Microsoft Windows 11 Pro (64 bits) - Build 26200;192.168.1.173;14:B5:CD:37:18:F1;Realtek RTL8852BE WiFi 6 802.11ax PCIe Adapter
